,x
1179,"'게임의 꽃이라 불리는 MMORPG가 모바일 시장에 둥지를 튼 지도 제법 오랜 시간이 지났다. 다수의 MMORPG가 출시됐고, 모바일게임 시장 최상위권에선 MMORPG가 게이머들의 관심 속에 맹활약 중이다.

하지만, 매일 고기만 먹고 살 수는 없는 법. 언제까지 MMORPG만 즐길 수는 없다. 입맛을 돋워주는 음식처럼, 때론 다른 재미로 뭉친 게임이 당기기 마련이다. 그리고 최근 신선한 장르와 재미로 무장한 게임들이 연달아 출시돼 눈길을 끈다.

만렙집사에비츄 (제공=라타타스튜디오)
먼저 지난 11일 라타타스튜디오가 신작 '만렙집사 에비츄'를 구글 플레이와 애플 앱스토어에 동시 출시했다. 이 게임은 인기 IP(지식재산권)인 '에비츄'를 활용한 공식 라이선스 모바일 힐링 게임으로 큰 관심을 모았다.

이번에 출시된 '만렙집사 에비츄'는 누구나 간단히 즐길 수 있는 캐주얼 게임이다. 게임은 귀엽고 사랑스러운 에비츄가 아르바이트를 해 '츄'를 벌고, 아르바이트로 지쳤을 때 국내외 여행지로 여행을 보내는 방식으로 진행된다. 게이머는 '에비츄'가 '만렙집사'로 성장하는 과정을 함께할 수 있다.

이와 함께 '에비츄'의 여행 일기를 찍어 친구들에게 공유할 수 있는 '기념사진 촬영' 및 여행지의 수집품인 스탬프를 모을 수 있는 '스탬프 수집'도 소소한 재미를 준다. 여기에 '에비츄'가가 지쳤을 때 행복도를 높일 수 있는 '여행 기념품 수집' 등의 요소도 마련됐다.

주요기사
“장관 정도라면…수사 결과 나오기 전에 다 얘기해야”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

나선영웅전 (제공=웹젠)
18일에는 웹젠이 기존 SRPG의 재미를 재해석한 신작 나선영웅전: Helix Saga'의 정식서비스를 시작했다. 이 게임은 90년대를 휩쓸었던 인기 장르인 SRPG로 턴 방식의 전투를 기본으로 진행된다. 다양한 속성과 직업에 따라 그리고 여러 특성을 가진 영웅 캐릭터를 수집, 육성해 전략을 만들어 즐기는 게임이다.

'나선영웅전'은 전략적인 위치 선점에 따라 최대 5명의 영웅이 동시에 타격할 수 있는 '협공'이 게임의 핵심이다. SRPG다운 재미와 전략성을 간결하게 구현했으며, 지형 조건과 출현하는 적의 속성에 따라 매 단계를 공략하는 즐거움도 경험할 수 있다.

웹젠은 게임의 국내 서비스를 위해 새로 제작한 한국형 영웅 '춘향'과 '황진이'를 제작했다. 두 영웅 모두 최고 희귀도인 'UR등급'의 영웅이며, 사전예약에 참여한 회원들은 '춘향' 캐릭터를 받고 게임을 시작할 수 있고, '황진이'는 '확률 UP' 이벤트에서 모집할 수 있다. 웹젠은 정식서비스가 시작된 이후에도 회원들이 캐릭터 수집의 재미를 더욱 느낄 수 있도록 '도깨비'를 포함, 한국 문화와 특징이 담긴 영웅 캐릭터를 꾸준히 선보일 계획이다.

올스타스매시 (제공=카카오게임즈)
금일(19일)에는 통쾌한 터치 대결로 스트레스 날려버릴 수 있는 캐주얼 스포츠 게임 '올스타 스매시'를 카카오게임즈가 출시했다. '올스타 스매시'는 사전 예약을 시작한 지 10일 만에 100만 명이 몰린 정도로 게이머들의 관심이 높았다.

이 게임은 국내 인기 최정상의 카카오프렌즈 캐릭터와 세계적인 인기를 누리고 있는 디즈니 캐릭터가 최초로 컬래버레이션을 통해 등장하는 것이 강점이다. 인기 만점의 캐릭터가 실시간 탁구 대전을 펼치며, 남녀노소 누구나 함께 즐길 수 있다.

실시간 대전 모드를 통해 가족, 친구, 연인과 간편하게 토너먼트로 대결을 펼칠 수 있으며, 캐릭터별 특징을 담은 스킬을 활용해 더욱 전략적인 플레이를 즐길 수 있다. 여기에 스릴 넘치는 타격감과 손 뗄 수 없는 재미의 미니게임을 준비했다.

한편, 이 외에도 오는 9월 25일에는 닌텐도가 모바일 레이싱 게임 '마리오카트 투어'의 국내 서비스를 오는 9월 25일 진행할 계획이며, 넷마블 자회사 잼시티가 월트 디즈니 애니메이션 스튜디오의 겨울왕국(Frozen) 및 겨울왕국2(Frozen 2)를 소재로 한 새로운 모바일 게임 '프로즌 어드벤처스(Frozen Adventures)'를 11월 출시한다.

동아닷컴 게임전문 조광민 기자 jgm21@donga.com
오늘의 핫이슈"
1180,"기준금리 또 내린 美연준…한은, 10월 추가 금리인하 ‘유력’"
1181,2019-09-19 16:28
1182,"미국 연방준비제도(Fed·연준)가 18일(현지시간) 두 달 만에 정책금리를 0.25%포인트 낮췄다. 연준이 7월에 이어 두 차례 연속 금리를 내리면서, 한국은행이 10월에 추가로 금리를 인하할 가능성이 높아졌다는 전망이 나온다.

연준은 이날 연방공개시장위원회(FOMC) 정례회의를 거쳐 정책금리를 2.00¤2.25%에서 1.75¤2.00%로 0.25%포인트 내렸다. 제롬 파월 연준 의장은 이날 회의를 마친 뒤 기자회견에서 “낮은 인플레이션 압력과 글로벌 전개 상황의 함의를 고려했다”며 인하 배경을 설명했다. 미국 경제의 불확실성과 잠재적 하방 리스크에 대한 보험성 조치라는 점을 강조한 것이다.

연준은 추가 금리 인하에 대해서는 명확한 신호를 내놓지 않았지만 그 가능성을 닫아놓지는 않았다. 파월 의장은 “(경기) 확장을 유지하기 위해 적절히 행동할 것”이라며 “경제가 나빠져서 더 공격적인 인하를 해야 하는 때가 올 수도 있다”고 말했다. 그러나 도널드 트럼프 미국 대통령은 이날 금리 인하가 불충분했다며 “파월과 연준은 또 실패했다. 배짱도 없고, 감각도 없고, 비전도 없다. 끔찍한 소통자”라고 맹비난했다.

연준의 이번 금리 인하로 한국과 미국의 기준금리 격차는 기존 0.75%포인트에서 0.50%포인트로 줄어들게 됐다. 자본유출 우려가 낮아짐에 따라 한국은행이 앞으로 추가로 금리를 내릴 가능성이 커진 것이다.
양회성 기자 yohan@donga.com

이주열 한은 총재는 이날 출근길에 연준의 금리인하에 대해 “예상에 부합한 결과”라며 “여타국 통화정책 운용 부담을 덜어줬다”고 평가했다. 이 총재는 연준의 추가 인하 가능성에 대해선 “연준이 경기확장세 유지를 위해 적절한 조치를 한다고 했기 때문에 추가 인하 여지를 닫은 것은 아니라고 생각한다”고 판단했다.

주요기사
“장관 정도라면…수사 결과 나오기 전에 다 얘기해야”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

시장에서는 한은의 10월 금리인하를 기정사실로 보는 분위기다. 이미 물가상승률이 마이너스로 진입했을 뿐 아니라 대내외 악재가 쌓이며 국내 기업의 실적 부진이 깊어진 만큼 완화적인 통화정책이 불가피하다는 것이다. 일각에서는 국내 경기가 계속해서 부진할 경우 장기적으로 0%대 금리에 진입할 수 있다는 전망도 나온다. 현재 우리나라의 기준금리는 1.50%로 한 번 만 더 금리를 내리면 역대 최저 수준인 1.25%에 도달한다.

다만 저금리의 부작용도 심각한 만큼 한은이 신중하게 판단할 것이라는 전망도 많다. 가계대출 규모가 커지고 서울지역을 중심으로 아파트 가격 상승도 계속되는 등 금융 불균형에 대한 우려가 커지는 것도 금리인하에 부담을 주는 요인이다.

김학균 신영증권 리서치센터장은 “기업 실적 둔화 등으로 금리인하 필요성이 있다고 보지만, 장기적으로 지금껏 가보지 않은 최저 금리의 길을 가는 데는 신중할 수밖에 없을 것”이라고 내다봤다.

미국의 금리 인하에 따라 세계 각국의 중앙은행도 금리 조정을 저울질 하고 있다. 홍콩은 19일 기준금리를 2.25%로 0.25%포인트 낮췄고, 일본은행은 정책금리를 ―0.1%로 유지하기로 결정했다.

김자현 기자 zion37@donga.com
뉴욕=박용 특파원 parky@donga.com"
1183,갤폴드 초반 흥행몰이…한국 이어 영국·프랑스서도 당일 완판
1184,2019-09-19 15:58
1185,"삼성전자의 폴더블 스마트폰 ‘갤럭시폴드’가 한국에 이어 2차 출시 국가에서도 출시하자마자 당일 판매가 마감된 것으로 전해졌다.

19일 삼성전자에 따르면 영국과 프랑스, 독일, 싱가포르 등 4개국에서는 전날 출시 이후 오전 중 판매가 완료됐다. 삼성전자는 영국과 독일에서는 5G 모델, 프랑스와 싱가포르에서는 4G 모델을 판매했다.

앞서 국내에서도 삼성닷컴을 통해 판매된 자급제 물량은 1, 2차 모두 10여 분만에 판매가 마감됐다. 앞서 SK텔레콤, KT, LG유플러스 등 이동통신 3사가 진행한 2차 예약판매 물량도 모두 완판됐다.

삼성전자는 20일 오전 0시부터 국내에서 갤럭시폴드 자급제 모델의 3차 추가 예약판매를 시작한다. 20일부터 진행하는 예약판매 물량은 10월 초부터 순차 배송된다. 이번에 추가 예약되는 물량은 2차 물량보다는 적을 것으로 예상된다.

주요기사
“장관 정도라면…수사 결과 나오기 전에 다 얘기해야”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

갤럭시폴드가 초기 흥행에 성공하며 품귀 현상을 빚자, 온라인 등지에서는 옷돈을 얹어 되파는 거래도 성행하고 있다. 김동원 KB증권 연구원은 “6일 출시와 동시에 초기 물량이 완판된 갤럭시 폴드는 국내 중고 시장에서 출고가(240만원)를 상회하는 300만~466만원에 거래되고 있고 홍콩 중고거래 시장에서 출고가의 2.4배에 이르는 580만원까지 가격이 형성된 상황”이라고 했다.

【서울=뉴시스】"
1186,"손실률 60% DLF, 항의 시위·진정서 제출 잇따라"
1187,2019-09-19 15:56
1188,"우리은행 독일 국채(10년물) 금리 연계 파생결합펀드(DLF)에 가입했던 투자자들이 19일 오전 경기도 성남시 우리은행 위례신도시지점을 방문해 항의 시위를 하고 있다. 2019.9.19 ⓒ 뉴스1

60.1%로 첫 만기 손실률이 확정된 우리은행의 독일 국채(10년물) 금리 연계 파생결합펀드(DLF)에 가입했던 투자자들이 항의 방문에 나섰다. 시민단체는 고령의 치매 환자까지 가입시킨 DLF 사태에 대해 금융감독원에 진정서를 제출했다.

19일 오전 DLF 피해 투자자 30여명은 경기도 성남시 우리은행 위례신도시지점을 방문해 “원금이라도 돌려 달라, 은행에서 DLF를 파는 것은 사기다”라며 항의 시위했다. 피해 투자자들이 항의 시위에 나선 건 첫 손실률이 확정된 이후 처음이다.

이날 피해 투자자들이 항의 시위 장소로 위례신도시지점을 정한 이유는 해당 지점에서 집중적으로 DLF 상품이 판매됐기 때문이다. 투자자들에 따르면 해당 지점에서만 총 40명의 투자자가 70억원을 투자한 것으로 알려졌다. 우리은행은 총 19차례 걸쳐 1266억원의 DLF 상품을 팔았는데 이 지점에서만 약 5.5%가 팔린 것이다.

이 지점에서는 피해 투자자들의 고성이 오가며 경찰까지 출동하는 일이 벌어졌다. 감정이 격해진 일부 투자자들은 눈물을 흘리며 원금이라도 돌려달라고 소리치기도 했다. 지점은 한때 피해 투자자들과 경찰, 우리은행 관계자들이 엉켜 사실상 업무가 마비됐지만 우려했던 물리적 충동은 없었다.

오는 24일 2차 만기를 앞둔 피해 투자자 A씨는 “상품을 팔았던 김모 부지점장은 본인도 상품에 대해서 잘 알지 못한다고 시인했다”며 “이런 상품을 판 것이 사기가 아니고 무엇이겠나”라고 울분을 터뜨렸다.

주요기사
“장관 정도라면…수사 결과 나오기 전에 다 얘기해야”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

시민단체 금융정의연대는 이날 오후 우리은행의 자본시장법 위반 여부에 대한 철저한 조사 및 피해구제를 촉구하는 진정서를 금융감독원에 제출했다.

금융정의연대는 19일 고령의 치매환자에게도 파생결합상품 DLF를 판매한 것과 관련 자본시장법 위반 여부에 대한 철저한 조사와 피해구제를 촉구하는 진정서를 금융감독원에 제출했다. 2019.09.19 ⓒ 뉴스1

금융정의연대는 3년전 루이소체를 동반한 치매 확진 판정을 받은 80세 고령 환자에게도 판매한 것은 의사능력이 없는 사람과의 계약이므로 무효라고 주장했다. 상품구조가 난해하고 손실 위험이 큰 파생상품은 투자권유 유의상품으로 분류돼 PB가 투자자의 Δ건강 상태 Δ인지 능력 Δ상품에 대한 지식 수준 등을 파악해야 하는데 이를 지켜지지 않았다는 설명이다.

지난달 23일 DLF 사기 판매 혐의로 우리은행을 검찰에 고발한 키코공동대책위원회는 이날 서울남부지검에서 첫 고발인 조사를 받는다.

우리은행은 이날 만기가 돌아온 독일 국채금리 연계 DLF의 손실률을 60.1%로 확정했다. 우리은행은 이 상품을 총 19회에 걸쳐 1266억원어치 팔았다. 2차 만기 손실률은 오는 20일 확정될 예정이다.

우리은행 관계자는 “금감원 조사에 성실히 임하고 결과에 따라 내부 검토를 통해 적절한 조치를 취하겠다”라고 밝혔다.

피해 투자자들은 오는 20일 서울역에서도 집회를 열고 추가 항의에 나설 예정이다.

(서울=뉴스1)"
1189,"‘대기업만 만나진 않겠다’…보폭 넓히는 조성욱, 김상조와 다르다?"
1190,2019-09-19 15:51
1191,"조성욱 공정거래위원장이 19일 서울 여의도 국회 의원회관에서 열린 ‘하도급법 위반 벌점제 정비를 위한 정책토론회’에 참석해 박수치고 있다. 2019.9.19/뉴스1 ⓒ News1

취임 11일째인 조성욱 공정거래위원장이 재계와 만나 적극적으로 소통하겠다는 의지를 내비쳤다. 대기업집단 위주로 간담회를 가진 김상조 전 위원장(현 청와대 정책실장)과는 달리 다양한 규모의 기업인들과 소통하겠다는 계획이다.

조 위원장은 19일 서울 여의도 국회 의원회관에서 열린 ‘공정거래 자율준수 프로그램(CP, Compliance Program) 제도 개선 토론회’에 참석 후 기자들과 만나 “다양한 규모의 기업에 계시는 분들을 만날 계획”이라고 밝혔다.

조 위원장은 “실제로 기업인들을 만날 생각”이라며 “공정위의 정책 대상과도 만날 생각이 있다”고 말했다.

다만 그는 대기업과만 간담회를 가지지는 않겠다는 입장을 분명히 했다.

주요기사
“장관 정도라면…수사 결과 나오기 전에 다 얘기해야”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

조 위원장은 “(간담회 대상을) 4대 그룹, 10대 그룹으로 만 볼 필요는 없다”며 “공정위의 법 적용 대상이나 정책 대상을 봐도 큰 기업이 있고 작은 기업이 있다”고 강조했다.

재임 당시 4대, 5대, 10대 그룹 및 한진 등 15개 중견그룹 전문경영인과 간담회를 가진 김 전 위원장과 달리 정책 추진 과정에서 소통이 필요한 기업은 대기업집단(자산총액이 5조원 이상)이 아니더라도 먼저 만나겠다는 뜻으로 보인다. 앞서 조 위원장은 “자산총액 5조원 이하의 중견집단의 부당한 거래행태도 꾸준히 감시하고 제재할 필요가 있다”고 밝힌 바 있다.

조 위원장은 기업인 간담회 시기와 관련해서는 “시기는 저만의 문제가 아니고 그쪽에서 오시는 분들도 있어 당장은 (단정지어) 말할 수는 없다”고 설명했다.

일감몰아주기 문제에 대해서는 규모에 상관없이 엄정한 법 집행을 하겠다는 입장을 재차 강조했다.

그는 “자산총액이 5조 이상이거나 10조 이상인 그룹에 대해서는 일감몰아주기(제재)가 많이 들어가는 것으로 안다”며 “규모에 상관없이, 무관하게 일감몰아주기나 저희 법에 저촉되는 행동을 하는 그룹은 (유심히) 볼 계획이 있다”고 했다.

이날 조 위원장은 ‘CP 제도 개선 토론회’와 ‘하도급법 위반 벌점제 정비를 위한 정책토론회’에 참석하며 취임 후 첫 공식행보를 이어갔다.

그는 토론회 축사를 통해 “녹록지 않은 경제상황에 처한 지금이야말로 공정거래 분야를 포함한 기업의 준법·윤리경영의 필요성을 다시 한번 강조할 때”라며 공정거래 자율준수 프로그램(CP, Compliance Program)의 확산이 필요하다고 강조했다. CP 제도는 기업이 공정거래 관련 법규를 자발적으로 지키기 위해 자체적으로 제정해 운영하는 내부 준법시스템이다.

조 위원장은 “기업 내 CP가 효과적으로 작동하고 있다면 법위반의 사전 예방뿐만 아니라 그로 인한 손실을 줄이고 기업의 경쟁력 강화에도 도움이 될 수 있다”며 “CP 제도의 도입·확산은 개별 기업의 리스크 관리 차원에서 더 나아가 시장 전체에 공정하고 자유로운 시장경제 질서를 확립하는 든든한 밑거름이 될 것”이라고 설명했다.

조 위원장은 하도급거래에서 발생하는 불공정 행위도 철저하게 감시하겠다는 입장을 밝혔다.

조 위원장은 “하도급 분야에서의 불공정 행위에 대해 지속적으로 감시하고 엄중 제재하면서 갑을 간 힘의 불균형 완화를 위한 구조적·제도적 접근을 강화해나가겠다”며 “불공정 행위 억제 효과가 큰 공공입찰 참가제한 및 영업정지 요청 제도의 실효성을 제고하는 한편, 기업이 제도에 순응할 수 있도록 벌점제도에 대해 균형 있는 개선책을 마련하겠다”고 강조했다.


(세종=뉴스1)"
