"","x"
"312","대학-건물주-상인 ‘삼각 협력’
발길 뜸해진 이대 정문 서쪽 골목
정부지원 받아 청년몰 들여오고 건물주는 임대료 인상 자제
책방-식당 등 늘면서 차츰 활기
크게보기
23일 정오 서울 서대문구 이화52번가 상점가. 수업을 마치고 점심을 먹으러 온 학생들로 붐비기 시작했다. 이화여대 정문 서쪽에 위치한 이화52번가는 지하철 2호선 이대역부터 이화여대 정문까지 이어지는 ‘메인 도로’에선 보이지 않는 뒷골목이다. 이곳의 분위기는 메인 도로와는 확연히 다르다. 화장품 가게 대신 독립책방과 다양한 종류의 음식점이 들어서 있다. 메인 도로에서 쉽게 들을 수 있던 중국어나 일본어가 이곳에서는 들리지 않았다.

이화52번가는 2000년대 이후 이화여대 상권이 무너지면서 사람들의 발걸음이 뜸해졌다. 이화여대 산학협력단에 따르면 점포 194개 가운데 77개(39.7%)는 아예 비어 있었다(2016년 5월 기준). 이곳에 위치한 한국철도시설공단 소유의 넓은 공터는 높은 철망으로 둘러싸인 채 방치됐다. 학생들이 지나다니기 꺼리는 곳이었다.

이 골목이 활기를 띠기 시작한 건 2017년부터다. 이화여대 산학협력단은 서대문구와 함께 중소기업청(현 중소벤처기업부)의 지원을 받아 청년몰 조성사업을 추진했다. 이 사업으로 만 39세 이하 청년이 창업한 22개 점포는 임차료, 인테리어 비용 등을 지원받았다. ‘이화여대’와 이곳 도로명 ‘52’를 합쳐 ‘이화52번가’라는 브랜드도 탄생시켰다.

다양한 시설도 생겼다. 거리 입구에는 ‘이화 52번가 상점가’라고 쓰인 간판과 상점가를 안내하는 지도가 설치됐다. 바닥에는 이화여대를 상징하는 배꽃 그림을 그려 넣었고 한국철도시설공단 소유 부지에는 ‘이화쉼터’가 설치됐다. 쉼터에서는 테이크아웃 음식을 먹을 수 있는 공간이 조성됐고 연극과 음악연주회, 야시장 등 다양한 문화 행사도 열렸다. 사람들이 모여들면서 2017년 10월 이곳 점포의 공실률은 5% 아래로 떨어졌고 유동인구는 30∼50% 늘었다. 청년몰 사업의 지원을 받아 지금까지 이곳에서 음식점을 운영 중인 A 씨는 “현재 매출이 2016년 가게를 열었을 때보다 2∼3배로 늘었다”라고 밝혔다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

이화52번가 활성화 과정이 순탄했던 것은 아니다. 건물주와 기존 상인, 청년몰 상인의 의견이 달랐다. 이화여대와 서대문구는 상권 홍보가 필요하다고 여겼지만 건물주는 어지럽게 널린 전선을 지중화하는 데 예산이 투입되길 바랐다. 전선과 전봇대가 사라지면 미관이 개선돼 건물 가치를 높일 수 있기 때문이다. 반면 기존 상인은 각종 공사로 영업을 방해받는 한편 임차료가 오를까 봐 걱정했다. 이화여대 산학협력단은 공감대 형성이 필요하다고 보고 다섯 차례에 걸쳐 주민공청회를 개최했다. 청년몰 상인뿐만 아니라 기존 상인에게도 마케팅과 영업, 법률 지식 등을 교육했다. 이화여대 교수들은 기존 상인들의 가게를 찾아 사업 취지를 설명하며 신뢰를 쌓았다. 일부 건물주는 임대료를 동결했다.

이화52번가는 3년 전과 비교하면 분명 활기를 되찾았다. 하지만 여전히 갈 길은 멀다. 청년몰 사업 지원을 받았던 22개 점포 중에서 현재까지 영업하는 곳은 6개뿐이다.

이곳을 찾는 발길이 꾸준히 이어지도록 더 노력해야 한다는 목소리가 나온다. 지난해 영업을 시작한 B 씨는 “손님 대부분이 이화여대 학생이라 방학 때는 극심한 비수기여서 임차료를 내기도 빠듯하다”며 “정부, 지자체의 예산이 지원된다면 거리 홍보에 쓰면 좋겠다”고 말했다.

서대문구에 따르면 이화52번가는 지난달 13일 ‘신시장 모델 육성사업―지역단체 협업사업’에 선정돼 상권 활성화를 위한 협력사업이 추진된다. 이 사업을 통해 외국인 대상 홍보물을 제작하고 상인과 주민, 대학생, 전문가 등이 참여하는 상권 활성화 관련 워크숍도 개최할 예정이다.


김하경 기자 whatsup@donga.com"
"313","폭언 등 교권침해 학생 53% ‘봉사활동’ 처분"
"314","2019-09-24 03:00"
"315","13%는 조치 없거나 반성문 쓰기… “교권침해 대책 실효성 높여야”
최근 5년간 학부모 등에 의한 교권침해가 지속적으로 증가한 것으로 나타났다. 이 기간 학교에서 벌어진 교권침해는 총 1만5103건이었다.

23일 김한표 자유한국당 의원이 교육부로부터 제출받은 ‘5년간 교권침해 현황’ 자료에 따르면 학부모 및 동료 교원 등에 의한 교권침해 비율은 2014년 1.6%에서 2018년 8.6%로 증가했다. 반면 2014년 총 4009건이었던 교권침해 사건은 2015년 3458건, 2016년 2616건, 2017년 2566건, 2018년 2454건 등으로 소폭 감소해왔다.

교권침해 유형별로는 폭언 및 욕설이 전체 8834건으로 58.5%를 차지했다. 수업방해 2670건, 성희롱 604건, 상해 및 폭행 539건 등이 뒤를 이었다. 특히 교사 성희롱은 2014년 80건에서 2018년 164건으로 2배 가까이로 늘었다. 2017년 정식 운영을 시작한 교원치유센터의 이용건수는 2018년 9월 기준으로 총 1만3661건이었다.

교사에게 폭언 등으로 교권침해 가해를 한 학생에 대한 조치로는 특별교육 이수를 비롯한 봉사활동이 7667건(52.9%)으로 가장 높은 비중을 차지했다. 출석정지 처분은 4418건(30.5%)이었으며 퇴학은 562건(3.9%)으로 나타났다. 아예 조치가 없었거나 반성문 등으로 처리한 건수는 1858건(12.8%)에 이른다. 김 의원은 “교육당국은 실효성 있는 교권침해 예방 정책을 마련해야 한다”고 말했다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

김수연 기자 sykim@donga.com"
"316","檢, 삼바 의혹 관련 국민연금 압수수색"
"317","2019-09-24 03:00"
"318","삼성바이오로직스 관련 의혹을 수사 중인 서울중앙지검 특별수사4부(부장검사 이복현)는 23일 국민연금 기금운용본부 등을 압수수색했다.

검찰은 이날 오전 전북 전주시 국민연금공단 기금운용본부와 서울 강동구 삼성물산 건설부문, 서울 서초구 KCC 본사 등에 검사와 수사관을 보내 관련 서류를 확보했다. 삼성그룹의 금융계열사인 삼성증권과 삼성생명, 삼성화재, 삼성바이오의 유가증권시장 상장 당시 대표 주관사였던 한국투자증권 등도 압수수색 대상에 포함됐다.

삼성바이오 의혹과 관련해 검찰이 국민연금 기금운용본부를 압수수색한 것은 이번이 처음이다. 국민연금은 2015년 삼성물산과 제일모직의 합병 당시 옛 삼성물산의 1대 주주였고, 삼성바이오는 제일모직의 자회사였다. 국민연금은 제일모직의 가치를 높게 평가하는 합병에 찬성했고, KCC는 당시 합병에 반대한 미국계 헤지펀드 엘리엇에 맞서 삼성물산 주식을 매입하며 삼성 측의 이른바 ‘백기사’ 역할을 했다.

검찰은 압수수색에 대한 분석이 마무리되는 대로 삼성그룹의 경영권 승계를 위해 삼성바이오의 가치가 부풀려졌다는 의혹을 수사할 예정이다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심


김동혁 기자 hack@donga.com
삼성바이오로직스 분식회계 논란
檢, 삼바 의혹 관련 국민연금 압수수색
‘삼바 증거인멸’ 삼성 측 “승계작업 관련 없어”…25일 정식 재판
분식회계 자료 삭제 등 ‘삼바 증거인멸’ 직원들 보석신청"
"319","광주형일자리에 노동이사제 도입 않기로"
"320","2019-09-24 03:00"
"321","이용섭 시장 “협약서 규정 준수”
완성차법인 등기… 연내 공장 착공
이용섭 광주시장이 광주형일자리에 논란이 됐던 ‘노동이사제’를 도입하지 않기로 했다. 23일 광주시와 광주형일자리 투자자 등에 따르면 이 시장은 19일 주주간담회에서 투자자들에게 “노사민정협의회는 광주시와 현대자동차 간 협약과 부속서에서 벗어난 주장이 제기되지 않도록 결의했고, 이에 따라 노동이사제 등 협약서에 규정되지 않은 내용은 도입할 뜻이 없다”고 밝혔다.

노동이사제는 근로자 대표가 이사회에 들어가 발언권과 의결권을 행사하는 제도다. 광주시 등은 광주형일자리를 운영할 완성차 신설법인 ㈜광주글로벌모터스 설립을 위해 지난달 20일 발기인 총회를 열었다.

그런데 총회 직후 광주시와 노동계 등에서 이사 정원수 확대와 노동이사제 도입 관련 발언이 나오면서 논란이 촉발됐다. 이사 정원수는 주주 간 합의 사항이고, 노동이사제 역시 노사민정 합의와 주주 간 협약에서 거론되지 않았던 것이다. 이 때문에 주주들은 “광주시가 법인 설립 전부터 일방적으로 주주 간 협약의 합의정신을 위배하고 있다”며 우려를 나타내기도 했다.

변종국 기자의 더 많은 글을 볼 수 있습니다.기자 페이지 바로가기

이 시장이 투자자들에게 노동이사제 도입을 하지 않겠다고 공언함에 따라 신설 법인 운영은 급물살을 타게 됐다. 광주시는 이날 광주글로벌모터스 법인 설립 등기를 완료하고 연내 공장 착공에 돌입할 계획이다. 또한 적정임금체계에 대해서도 외부 연구용역을 추진할 예정이다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

변종국 기자 bjk@donga.com"
"322","노르웨이 “교통사고 年사망자 0명 목표”"
"323","2019-09-24 03:00"
"324","[생명운전 1000명을 살린다] <15> 교통안전 1위 국가 노르웨이
지난달 29일(현지 시간) 노르웨이 오슬로의 중앙역 앞 거리에서 보행자들이 차도를 건너고 있다. 승용차와 버스, 노면전차(트램) 등이 수시로 오가는 도로이지만 ‘보행자 우선 문화’ 덕분에 보행자들은 차량 운전자의 양보로 안전하게 길을 건널 수 있다. 오슬로=서형석 기자 skytree08@donga.com
지난해 노르웨이의 교통사고 사망자 수는 108명이었다. 인구(약 529만 명) 10만 명당 2명으로 같은 기간 유럽연합(EU) 28개 회원국의 평균 4.9명에 비해 절반 이하 수준이다. 67만여 명이 사는 노르웨이 수도 오슬로의 지난해 교통사고 사망자는 5명으로 인구 10만당 0.7명이었다. 노르웨이가 세계 최고의 교통안전 국가로 꼽히는 이유다.

지난달 28일(현지 시간) 오슬로에서 만난 노르웨이공공도로국(NPRA) 관계자들은 “연간 교통사고 사망자 제로 시대를 여는 것도 불가능한 것은 아니다”라고 입을 모았다. NPRA는 노르웨이에서만 볼 수 있는 독특한 형태의 중앙정부 조직이다. NPRA는 노르웨이 전역의 도로 건설 및 유지 보수, 자동차 안전과 운전면허증 관리, 교통안전 정책 수립 등의 업무를 맡고 있다. 한국으로 치면 국토교통부와 경찰청 교통국, 한국교통안전공단을 하나로 통합해 놓은 형태다. 구로 라네스 NPRA 교통안전 부국장은 “도로시설과 이를 이용하는 차량, 보행자가 모두 안전해야 교통안전이 실현될 수 있기 때문에 이 모두를 한 곳에서 관리할 조직이 필요하다”고 설명했다.

이처럼 도로와 운전자, 차량, 보행자 관련 안전 문제를 도맡은 조직은 세계적으로 앞서가는 교통안전 정책들을 탄생시켰다. 노르웨이에서는 운전자의 나이가 80세에 이르면 반드시 운전능력을 다시 검증받도록 하고 있다. NPRA는 올해 1월부터 모든 상업용 버스에 음주운전 방지장치(알코올 로크) 설치를 의무화했다. 운전자가 운전석에 설치된 ‘알코올 로크’를 통해 음주 상태가 아니라는 것을 확인해야만 차량 시동이 걸리도록 한 것이다. 라네스 부국장은 “차량을 소유한 국민들이 빠르게 증가한 1970년대에 연간 교통사고 사망자가 500명대에 이른 때가 있었다”며 “이때부터 교통안전 분야가 국가 주요 정책으로 떠올랐다”고 했다.

노르웨이에서는 횡단보도 신호등이 빨간불일 때도 통행 차량이 없다면 길을 건너는 보행자를 쉽게 볼 수 있다. 기자가 지난달 27일부터 오슬로에 머문 5일 동안 횡단보도를 포함해 보행자 행렬을 뚫고 지나가는 차량 운전자는 한 번도 보지 못했다. 오슬로 중앙역 앞 도로에서는 우회전을 해 상점가로 진입하려는 차량이 5분가량이나 보행자들이 모두 지나가기를 기다리는 모습도 볼 수 있었다. 차량 정체가 심했지만 경적을 울리는 운전자는 아무도 없었다.

서형석 기자의 더 많은 글을 볼 수 있습니다.기자 페이지 바로가기

이처럼 보행자를 우선시하는 교통문화로 지난해 노르웨이의 교통사고 사망 보행자는 14명에 그쳤다. 전체 교통사고 사망자의 13% 수준이다. 한국의 교통사고 사망자 중 보행자의 비중은 매년 40% 가까이 된다. 지난해 오슬로에서는 교통사고 사망 보행자가 1명뿐이었다. 오슬로 시내에 있는 대부분의 도로는 차량 최고 제한속도가 시속 30km 이하로 맞춰져 있다. 오슬로시는 지난해에만 과속방지턱을 420개나 새로 설치할 정도로 차량 통행속도를 낮추기 위해 많은 노력을 쏟았다. 오슬로시의 교통안전 정책 담당자인 프레디 레이더 씨는 “차량 속도를 낮추고 통행을 불편하게 하는 것에 대한 운전자들의 불만이 예상됐지만 대중교통을 확충하고 시 외곽 지역에 주차공간을 추가로 마련해 운전자들의 반발을 줄일 수 있었다”고 말했다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

NPRA에서 운전자 교육과 면허증 관리를 담당하는 크리스티나 에릭센 매니저는 “과거엔 운전면허 시험을 볼 때 운전능력 중심으로 평가했지만 2005년부터는 ‘운전자의 마음가짐’을 더욱 강조하고 있다”고 말했다. 노르웨이에서는 운전면허 시험을 볼 때 다른 차량 운전자와의 의사소통 능력도 네 항목(지식, 기술, 태도, 동기)으로 나눠 검증한다. 다른 차량과 충분한 안전거리 확보, 차로 변경 시 정확한 방향지시등(깜빡이) 사용 등의 내용을 35시간에 걸쳐 엄격하게 평가한다.

노르웨이의 교통안전 정책과 문화가 뿌리내릴 수 있었던 건 정부의 강력한 시행 의지가 있었기 때문이다. NPRA는 2006년부터 경찰, 비정부기구(NGO), 자동차 손해보험 업계와 함께 ‘도로안전 국가계획’을 3, 4년 간격으로 내놓고 있다. 현재 시행 중인 2018∼2021년 계획은 5차 계획이다. 차수별 도로안전 국가계획이 마무리되는 해에 맞춰 교통사고 사망자와 중상자 감소치 목표가 제시된다. 라네스 부국장은 “집권 정부가 바뀌었다고 해서 이미 세워놓은 도로안전 국가계획을 변경하는 일은 없다”며 “장기적이고 점진적으로 교통사고 피해를 줄여온 우리의 정책을 계속 이어갈 것이다”라고 강조했다.

김기용 한국교통안전공단 연구위원은 “한국도 국가교통안전 기본계획을 5년마다, 교통안전 시행계획은 해마다 수립해 교통사고 사망자 감소를 위해 노력하고 있다”며 “정책의 성공을 위해서는 정책에 대한 국민적 공감대를 형성하는 것이 중요하다”고 말했다.

○ 공동기획 : 행정안전부 국토교통부 경찰청 한국교통안전공단 손해보험협회 한국교통연구원 삼성교통안전문화연구소 tbs교통방송

교통문화 개선을 위한 독자 여러분의 제보와 의견을 e메일(lifedriving@donga.com)로 받습니다.

오슬로=서형석 기자 skytree08@donga.com
생명운전 1000명을 살린다
노르웨이 “교통사고 年사망자 0명 목표”
“통근버스 안전, ICT가 책임집니다”
차선 지워지고 곳곳 땜질… 아찔한 지방道"
